10	3
Robin Hood	2
Robin Hood: Prince of Thieves	3
RoboCop 2	2
RoboCop	3
Robot Chicken	5
Robot Chicken Star Wars	4
Robot Chicken Star Wars: Episode II	4
Robotech	4
Robots	2
Rocky	4
Rocky Balboa	4
Rocky II	3
Rocky III	2
Rocky IV	3
Rocky V	2
Role Models	4
Rollerball	3
Romance & Cigarettes	2
Romancing the Stone	3
Roman Holiday	5
Romeo + Juliet	4
Ronin	2
Rope	4
Rosemary's Baby	4
Roughnecks: The Pluto Campaign	2
Rounders	4
Roxanne	3
Ruby Sparks	2
Runaway Bride	1
Runaway Jury	2
Run Lola Run	4
Rush Hour	2
Rush Hour 3	1
Rushmore	5
R U There	1
Sabrina	3
Sabrina	5
Sailor Moon S	3
Sailor Moon SuperS	3
Saints and Soldiers	3
Salt	2
Salvador	5
Samurai Jack	3
Sanctum	3
Sanjuro	4
Saved by the Bell	3
Save the Last Dance	4
Saving Private Ryan	4
Scanners	3
Scarface	4
Scarface	5
Scent of a Woman	4
Schindler's List	4
School of Life	2
School of Rock	2
Scoop	3
Scott Pilgrim vs. The World	5
Scream 2	4
Scream 3	2
Scream	4
Screamers	4
Scrubs	4
Secondhand Lions	4
Secretary	3
Secret Window	2
See No Evil, Hear No Evil	3
Seinfeld	5
Semi-Pro	3
Sense and Sensibility	3
Sense and Sensibility	3
Serenity	4
Serpico	4
Sesame Street	3
Seven	4
Seven Samurai	5
Sex and Death 101	2
Sex and the City	4
Sex and the City: The Movie	3
sex, lies, and videotape	4
Shakespeare in Love	4
Shallow Hal	2
Shane	3
Shanghai Noon	4
Shark Tank	3
Shark Week	2
Shattered Glass	5
Shaun of the Dead	5
Sherlock	4
Sherlock Holmes	4
Sherlock Holmes: A Game of Shadows	3
Sherlock Jr.	4
She's All That	2
She's So Lovely	3
Shine	4
Shoot 'Em Up	1
Shooter	1
Shooting Fish	5
Shoot the Piano Player	4
Shopgirl	3
Short Circuit	2
Showgirls	2
Showtime	2
Shrek (Widescreen)	3
Side by Side	3
Side by Side	3
Sideways	4
Sid & Nancy	3
Signs	4
Silver Linings Playbook	5
Sin City	5
Singin' in the Rain	4
Sister Act	2
Sister Act 2: Back in the Habit	1
Six Days, Seven Nights	3
Six Degrees of Separation	4
Six Feet Under	5
Six-String Samurai	3
Sixteen Candles	3
Skeletons	3
Skins	2
Sky Blue	3
Sky Captain and the World of Tomorrow	4
Skyfall	3
Skyline	1
Sleepers	2
Sleeping with the Enemy	2
Sleepless in Seattle	4
Sleepwalk with Me	3
Sleepy Hollow	4
Sliding Doors	4
Slumber Party Massacre	3
Slumber Party Massacre III	2
Slumdog Millionaire	3
Small Time Crooks	4
Smoke	4
Smokin' Aces	3
Snake Eyes	4
Snatch	5
Sneakers	5
SNL: The Best of Will Ferrell: Vol. 1	4
Snow White and the Seven Dwarfs	2
Snuff Box	2
So I Married an Axe Murderer	1
Solaris	5
Soldier	2
Some Kind of Wonderful	2
Some Like It Hot	3
Someone Like You	3
Something's Gotta Give	3
Something the Lord Made	3
Something to Talk About	3
Sophie's Choice	4
Soul Kitchen	3
Source Code	3
South Park	4
South Park: Bigger, Longer and Uncut	3
Spaceballs	3
Space Cowboys	2
Spaced	5
Space Truckers	3
Spanglish	2
Spartacus	2
Spartacus	2
Spawn: The Movie	1
Species	4
Species IV: The Awakening	2
Speed 2: Cruise Control	1
Speed	4
Speed Racer	3
Sphere	4
Spider	3
Spider-Man	2
Spider-Man 2	3
Spider-Man 3	3
Spies Like Us	3
Spin City: Vol. 1	3
Spirited Away	5
Splice	3
SpongeBob SquarePants	4
Spun	2
Spy Game	4
Spy Hard	3
Spy Kids	1
Spy Kids 2: The Island of Lost Dreams	1
Spy Kids: Game Over	1
Stagecoach	4
Stardust	5
Stargate	3
Starship Troopers 2	1
Starship Troopers	4
Starsky & Hutch	3
Starter for 10	2
Star Trek	3
Star Trek	4
Star Trek: First Contact	2
Star Trek: Generations	2
Star Trek III: The Search for Spock	2
Star Trek II: The Wrath of Khan	4
Star Trek: Insurrection	2
Star Trek IV: The Voyage Home	2
Star Trek: Nemesis	3
Star Trek: The Motion Picture	2
Star Trek: The Original Series: Vols. 1-15	3
Star Trek VI: The Undiscovered Country	3
Star Trek V: The Final Frontier	1
Star Wars: A New Hope	4
Star Wars: Episode II	3
Star Wars: Episode III	3
Star Wars: Episode I: The Phantom Menace	2
Star Wars: Episode IV: A New Hope	4
Star Wars: Episode V: Empire Strikes Back	4
Star Wars: Episode VI: Return of the Jedi	4
Star Wars: Return of the Jedi	4
Star Wars: The Empire Strikes Back	4
Stealing Beauty	3
Steamboy	3
Stephen King's It	4
Stepmom	2
Step Up	3
Stigmata	2
Stir of Echoes	3
Stolen Kisses	3
Stone	2
Strange Days	5
Stranger than Fiction	4
Striking Distance	2
Stripes	2
Striptease	1
Sucker Punch	4
Sudden Impact	3
Suicide Kings	3
Sunset Boulevard	5
Sunshine	5
Super 8	4
Superbad	5
Superman: The Movie	3
Super Troopers	3
Sweeney Todd	3
Sweet November	1
Swingers	4
Swordfish	3
Sympathy for Mr. Vengeance	3
Synecdoche, New York	3
Take Home Chef	1
Taken	3
Talk to Her	4
Talladega Nights	3
Tango & Cash	4
Tap	3
Tape	5
Taxi Driver	4
Taxi to the Dark Side	4
Team America: World Police	3
Technotise: Edit & I	3
Ted	3
Teen Wolf / Teen Wolf Too	3
Tequila Sunrise	2
Terminal Velocity	2
Terminator 2: Judgment Day	4
Terminator 3: Rise of the Machines	3
Terminator: Salvation	2
Thank You for Smoking	4
That Mitchell and Webb Look	5
That Thing You Do!	4
The 13th Warrior	2
The 400 Blows	4
The 40-Year-Old Virgin	3
The 6th Day	2
The Abyss	5
The Addams Family	2
The Adjustment Bureau	2
The Adventures of Pluto Nash	1
The Amazing Spiderman	3
The American	4
The Andromeda Strain	4
The Animal	1
The Animatrix	4
The Apartment	4
The Aristocrats	4
The Artist	4
The Assassination of Jesse James	3
The Astronaut Farmer	2
The A-Team	3
The A-Team	3
The Atom Smashers	2
The Avengers	2
The Avengers	4
The Aviator	3
The Bank	3
The Baxter	2
The Beach	4
The Best of the Colbert Report	5
The Bicycle Thief	5
The Big Blue	4
The Big Lebowski	5
The Big Sleep	4
The Birdcage	3
The Black Dahlia	3
The Blair Witch Project	3
The Blind Side	3
The Blob	1
The Blood of Heroes	3
The Blues Brothers	4
The Blues Brothers: Theatrical Cut	4
The Boondock Saints	5
The Boondock Saints II: All Saints Day	3
The Bourne Identity	5
The Bourne Supremacy	3
The Bourne Ultimatum	3
The Breakfast Club	5
The Break-Up	2
The Bride of Frankenstein	3
The Bridges of Madison County	4
The Bridges of Madison County	4
The Brothers Bloom	3
The Brothers Grimm	3
The Buffy Musical: Once More with Singing	4
The Butterfly Effect	1
The Call of Cthulhu	4
The Campaign	2
The Castle	4
The Cell	2
The China Syndrome	4
The Chronicles of Riddick	3
The Chronicles of Riddick: Dark Fury	4
The Cider House Rules	4
The City of Lost Children	4
The Color of Money	5
The Conspirator	3
The Cook, Thief, His Wife and Her Lover	3
The Core	2
The Cosby Show	3
The Count of Monte Cristo	3
The Crow	4
The Crow: City of Angels	1
The Daily Show: Indecision 2004	5
The Darjeeling Limited	4
The Dark Crystal	2
The Dark Knight	5
The Dark Knight Rises	4
The Da Vinci Code	3
The Day After	4
The Day After Tomorrow	3
The Debt	3
The Decalogue	5
The Deer Hunter	5
The Departed	3
The Devil's Advocate	3
The Devil Wears Prada	4
The Dictator	2
The Diving Bell and the Butterfly	4
The Doors	4
The Dreamers	4
The Eagle	3
The Edge	3
The Edge of Heaven	4
The Education of Charlie Banks	4
The End of the Affair	5
The Englishman Who Went Up a Hill	3
The English Patient	5
The Exorcist	3
The Expendables	1
The Fall	4
The Family Man	3
The Fast and the Furious	4
The Fast and the Furious: Tokyo Drift	3
The Fifth Element	5
The Fighter	3
The Firm	2
The Fisher King	4
The Five Obstructions	4
The Flintstones	1
The Fly	4
The Fly / The Fly 2	4
The Fog	3
The Fountain	5
The Fresh Prince of Bel Air	4
The Fugitive	4
The Full Monty	4
The Game	4
The General's Daughter	3
The Ghost and the Darkness	3
The Ghost Writer	4
The Gift	1
The Girl in the Cafe	3
The Girl Next Door	3
The Godfather	4
The Godfather: Part II	4
The Godfather: Part III	3
The Gods Must Be Crazy 2	3
The Gods Must Be Crazy	4
The Golden Compass	2
The Good Night	3
The Good Shepherd	2
The Good, the Bad and the Ugly	4
The Good, the Bad, the Weird	5
The Good Thief	2
The Goonies	4
The Graduate	5
The Great Escape	4
The Greatest Movie Ever Sold	3
The Green Mile	3
The Guard	4
The Guild	3
The Guru	3
The Hangover	4
The Hangover: Part II	2
The Heartbreak Kid	1
The Heart of the Game	2
The Hit	3
The Hitchhiker's Guide to the Galaxy	4
The Holiday	3
The Host	4
The Hot Chick	1
The House Bunny	1
The Hudsucker Proxy	4
The Hunt for Red October	4
The Hurt Locker	4
The Hustler	4
The Ides of March	4
The Illusionist	3
The Imaginarium of Doctor Parnassus	3
The Impossible	3
The Incredible Hulk	1
The Incredibles	3
The Informant!	3
The Insider	3
The Invasion	3
The Island	3
The Italian Job	4
The Italian Job	4
The Jackal	3
The Jacket	2
The Jerk	3
The Karate Kid	3
The Karate Kid	3
The Kid	2
The Kids Are All Right	4
The Killing	3
The King of Kong	4
The King's Speech	4
The Ladykillers	4
The Lake House	1
The Larry Sanders Show	3
The Last Airbender	1
The Last Boy Scout	4
The Last Castle	3
The Last King of Scotland	3
The Last Kiss	3
The Last Samurai	3
The Last Song	1
The Last Starfighter	3
The Last Temptation of Christ	4
The Lavender Hill Mob	4
The League of Extraordinary Gentlemen	2
The Legend of Zorro	2
The Life and Death of Colonel Blimp	4
The Life Aquatic with Steve Zissou	5
The Life & Death of Peter Sellers	4
The Life of David Gale	4
The Lincoln Lawyer	3
The Lion King	2
The Lion, the Witch & the Wardrobe	3
The Lives of Others	5
Thelma & Louise	3
The Longest Yard	3
The Long Goodbye	4
The Long Kiss Goodnight	3
The Lookout	3
The Lost Boys: Special Edition	3
The Love Bug	4
The Lover	3
The Lovers on the Bridge	4
The Machinist	3
The Magnificent Seven	3
The Maltese Falcon	4
The Man from Earth	5
The Man in the Iron Mask	4
The Man Who Would Be King	5
The Man with One Red Shoe	2
The Man Without a Face	2
The Man with Two Brains	3
The Mask	4
The Mask of Zorro	2
The Master	3
The Matrix	5
The Matrix Reloaded	3
The Matrix: Revisited	3
The Matrix Revolutions	2
The Men Who Stare at Goats	3
The Messenger: The Story of Joan of Arc	3
The Million Dollar Hotel	5
The Misfits	4
The Mist	2
The Motorcycle Diaries	4
The Mummy	5
The Mummy Returns	4
The Muppet Movie	3
The Muppet Show	4
The Naked Gun 2 1/2: The Smell of Fear	4
The Naked Gun	4
The Natural	3
The Negotiator	4
The Net	1
The Next Best Thing	3
The Nightmare Before Christmas	4
The Nines	2
The Ninth Gate	3
The Notebook	2
The Nutty Professor	1
The Office (U.K.)	4
The Office (U.S.)	5
The Omega Man	3
The One	2
The Orphanage	3
The Other Guys	4
The Passenger	4
The Patriot	1
The People vs. Larry Flynt	4
The Perfect Storm	2
The Petrified Forest	5
The Philadelphia Story	5
The Pianist	3
The Piano	4
The Piano Teacher	3
The Pillow Book	3
The Pink Panther	4
The Pink Panther Strikes Again	5
The Polar Express	1
The Postman	1
The Practice	4
The Preacher's Wife	3
The Prestige	4
The Prince of Tides	4
The Princess Bride	5
The Prisoner	3
The Prisoner: The Complete Series	3
The Producers	2
The Producers	3
The Promotion	2
The Proposal	1
The Puppet Masters	4
The Pursuit of Happyness	4
The Queen	3
The Quick and the Dead	2
The Quiet American	4
The Quiet Earth	3
The Reader	3
The Real Cancun	2
The Recruit	2
The Red Balloon	4
The Red Balloon / White Mane	4
The Remains of the Day	4
There's Something About Mary	5
The Return of the Pink Panther	4
There Will Be Blood	4
The Right Stuff	4
The Rock	5
The Rookie	3
The Room	4
The Royal Tenenbaums	5
The Rules of Attraction	4
The Running Man	4
The Saint	4
The Sarah Silverman Program	3
The Science of Sleep	3
The Score	3
The Scorpion King	2
The Secret of Kells	3
The Shawshank Redemption	5
The Sheltering Sky	3
The Shining	5
The Shop Around the Corner	4
The Signal	4
The Silence of the Lambs	5
The Simpsons Movie	3
The Sixth Sense	3
The Social Network	3
The Sorcerer's Apprentice	2
The Sound of Music	3
The Specialist	3
The Station Agent	4
The Stepford Wives	2
The Sting	5
The Straight Story	2
The Sweet Hereafter	4
The Tailor of Panama	3
The Taking of Pelham 123	3
The Talented Mr. Ripley	4
The Terminal	3
The Terminator	4
The Thing	5
The Thin Man	4
The Thin Red Line	4
The Third Man	4
The Thirteenth Floor	3
The Thomas Crown Affair	5
The Three Musketeers	2
The Tick	1
The Tick	4
The Time Machine	2
The Towering Inferno	4
The Town	4
The Transporter	2
The Treasure of the Sierra Madre	4
The Tree of Life	4
The Trip	4
The Triplets of Belleville	3
The Truman Show	5
The Truth About Cats & Dogs	2
The Twilight Saga: Eclipse	3
The Twilight Saga: New Moon	2
The Twilight Samurai	4
The Unbearable Lightness of Being	4
The Untouchables	4
The Usual Suspects	5
The Venture Bros.	5
The Village	5
The Virgin Suicides	3
The Wackness	4
The Watcher	1
The Way We Were	4
The Weather Man	2
The Wedding Singer	4
The Whole Nine Yards	2
The Whole Ten Yards	2
The Wild Blue Yonder	4
The Wild Bunch	3
The Winning Season	3
The Wire	4
The Witches of Eastwick	4
The World Is Not Enough	2
The Wrestler	4
The X Files	3
The X-Files	3
They Live	4
They Shoot Horses, Don't They?	4
Thirst	3
Thirteen	3
This Girl's Life	3
This Is Spinal Tap	4
Thomas & Friends	2
Thor	3
Three Amigos	3
Three Kings	5
Three Monkeys	5
Thunderball	3
Thunderbirds	1
THX 1138	4
Time Bandits	4
Timecrimes	2
Time of the Wolf	4
Tin Cup	2
Titan A.E.	4
Titanic 2	1
Titanic	3
Titus	2
To Catch a Thief	3
To Die For	3
To Have and Have Not	4
Tomb Raider	3
Tomorrow Never Dies	2
Tootsie	3
Top Gear (U.K.)	5
Top Gun	4
Top Secret!	5
Total Recall (2012)	2
Total Recall	5
Touching the Void	4
Toy Story 2	4
Toy Story 3	5
Toy Story	4
Traffic	4
Trailer Park Boys	3
Trail of the Pink Panther	2
Trainspotting	5
Transformers	1
Transformers: Revenge of the Fallen	1
Tremors	4
Tremors 4: The Legend Begins	3
Tripping the Rift	3
Trollhunter	3
Tron	3
Tron: Legacy	3
Tropic Thunder	3
Trouble with the Curve	2
Troy	2
True Crime	4
True Grit	3
True Lies	4
True Romance	4
Tucker & Dale vs. Evil	4
Turkish Pop Cinema Double Bill	4
Turner and Hooch	3
Twilight	3
Twilight	4
Twins	3
Twister	3
Two and a Half Men	4
Two Mules for Sister Sara	3
Tyler Perry's I Can Do Bad All by Myself	1
U-571	4
Unbreakable	4
Un Chien Andalou	5
Undercover Brother	1
Under Fire	5
Underground	5
Under Siege 2: Dark Territory	3
Under Siege	3
Underworld	3
Underworld: Evolution	3
Unforgiven	5
United 93	4
Unknown	2
Unleashed	3
Up	4
Up Close & Personal	5
Up in the Air	3
U.S. Marshals	2
Valhalla Rising	3
Valkyrie	4
Vampire Hunter D	4
Van Helsing	3
Vanilla Sky	4
Vanishing Point	4
Van Wilder 2: The Rise of Taj	1
Van Wilder: Freshman Year	2
Vertigo	5
V for Vendetta	4
Vicky Cristina Barcelona	5
Victory	5
Videodrome	5
Virtuality	4
Virus	1
Volcano	1
Voltron: Defender of the Universe	3
V: The Original Miniseries	5
Waiting...	4
Wait Until Dark	5
Waking Life	4
WALL-E	4
Wall Street	4
Wanted	2
War of the Worlds	2
Warrior	4
Watchmen	5
Water for Elephants	3
Waterworld	3
Wayne's World 2	3
Wedding Crashers	4
We Don't Live Here Anymore	4
Weeds	4
Weekend	3
Weird Science	3
Welcome to Sarajevo	4
We're No Angels	3
West Side Story	3
Westworld	2
Whale Rider	2
What About Bob?	3
What Dreams May Come	1
What Lies Beneath	4
What's Eating Gilbert Grape	2
What's New Pussycat?	3
What Women Want	3
When a Man Loves a Woman	3
When Harry Met Sally	5
Where the Buffalo Roam	3
Where the Truth Lies	4
Where the Wild Things Are	4
While You Were Sleeping	3
Whip It	4
White Hunter, Black Heart	3
Whiteout	2
White Squall	3
Who Framed Roger Rabbit	3
Wicker Park	2
Wild Strawberries	4
Wild Things	2
Wild Wild West	3
Will & Grace	2
Willow	4
Willy Wonka & the Chocolate Factory	4
Wing Commander	1
Winter's Bone	4
Win Win	4
With Honors	4
Withnail and I	5
Wolf	3
Wonder Boys	3
Working Girl	3
X2: X-Men United	4
Xena: Warrior Princess	3
X-Men	3
X-Men 3: The Last Stand	3
X-Men: First Class	4
X-Men Origins: Wolverine	1
XXX	2
Yes, Prime Minister	4
Yojimbo	4
You Don't Mess with the Zohan	4
Young Adult	3
Young Einstein	1
Young Frankenstein	4
You Only Live Twice	3
Your Highness	1
Your Sister's Sister	4
Youth in Revolt	5
You've Got Mail	4
Zack and Miri Make a Porno	3
Zapped!	2
Zero Dark Thirty	3
Zero Effect	5
Zodiac	3
Zombieland	4
Zombie Strippers	2
Zoolander	3
